id,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,labels,funding_total_usd_log,category_code_encoded,funding_duration,milestone_duration,milestones_per_year,avg_participants_per_round,situacao_funding
524,2.22,7.33,7.01,7.01,4,3,1,1,0,0,0,0,1,1,0,1,0,0,1.6667,1,16.213405921671733,29,5.109999999999999,0.0,0.16366612111292964,0.416675,Múltiplas rodadas de funding
237,1.09,1.09,5.1,7.39,15,1,2,1,0,0,0,0,0,0,1,0,0,0,2.0,1,16.257857680289998,0,0.0,2.29,2.0,1.0,Apenas uma rodada de funding
101,20.81,20.81,-1.0,-1.0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,17.281246492014,29,0.0,0.0,0.0,3.5,Apenas uma rodada de funding
21,2.21,3.79,4.09,9.5,8,2,3,0,0,0,1,0,0,1,1,0,0,0,1.5,1,15.286835397889838,29,1.58,5.41,1.1627906976744187,0.5,Múltiplas rodadas de funding
873,6.94,9.16,6.01,6.01,6,3,1,1,0,0,0,0,0,0,0,0,0,1,3.0,1,16.380459992348886,17,2.2199999999999998,0.0,0.31055900621118016,0.75,Múltiplas rodadas de funding
387,1.33,2.06,3.25,3.78,11,2,2,1,0,0,0,0,0,0,1,1,0,0,3.0,1,16.380459992348886,17,0.73,0.5299999999999998,1.1560693641618498,1.0,Múltiplas rodadas de funding
718,2.44,2.44,2.33,2.44,10,1,2,0,0,0,0,1,1,0,0,0,0,0,5.0,1,16.648723960844016,8,0.0,0.10999999999999988,2.0,2.5,Apenas uma rodada de funding
329,0.84,5.75,4.98,7.03,13,5,3,1,0,0,0,0,1,1,1,1,0,0,2.4,1,17.024336087383013,18,4.91,2.05,0.5076142131979695,0.39999999999999997,Múltiplas rodadas de funding
83,3.51,3.96,3.95,4.84,5,2,3,0,0,0,0,1,1,0,0,0,0,0,2.5,0,20.04992128564343,4,0.4500000000000002,0.8899999999999997,2.068965517241379,0.8333333333333334,Múltiplas rodadas de funding
242,1.21,3.01,-1.0,-1.0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,15.76142084987672,29,1.7999999999999998,0.0,0.0,0.6666666666666666,Múltiplas rodadas de funding
291,2.25,5.04,-1.0,-1.0,2,2,0,1,0,0,0,0,1,0,0,1,0,0,3.0,0,16.066802461833923,12,2.79,0.0,0.0,1.0,Múltiplas rodadas de funding
317,0.08,0.08,0.0,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2.0,0,10.34177474101152,33,0.0,0.0,1.0,1.0,Apenas uma rodada de funding
622,5.64,5.64,8.01,11.33,9,1,2,0,0,1,0,0,0,0,0,0,0,1,4.0,1,16.357112630168974,23,0.0,3.3200000000000003,2.0,2.0,Apenas uma rodada de funding
482,0.08,5.04,1.83,1.83,10,3,1,1,0,0,0,0,0,0,0,1,1,0,2.5,1,16.798348607159696,29,4.96,0.0,0.16778523489932887,0.625,Múltiplas rodadas de funding
797,1.75,9.96,9.34,10.46,35,7,3,0,0,0,0,1,1,0,1,1,0,0,2.0,1,17.332196701002704,33,8.21,1.120000000000001,0.3257328990228013,0.25,Múltiplas rodadas de funding
769,0.4,3.76,3.0,3.0,15,4,1,1,0,0,0,0,0,0,1,1,1,1,2.5,1,18.619531610894253,3,3.36,0.0,0.22935779816513766,0.5,Múltiplas rodadas de funding
474,0.58,2.51,0.59,4.97,9,3,4,1,0,0,0,0,1,1,0,0,0,0,1.0,1,14.162640795773006,28,1.9299999999999997,4.38,1.3651877133105803,0.25,Múltiplas rodadas de funding
37,0.62,1.59,1.0,4.33,8,2,3,1,0,0,0,0,0,0,1,1,0,0,2.0,0,16.496532155171714,29,0.9700000000000001,3.33,1.5228426395939085,0.6666666666666666,Múltiplas rodadas de funding
571,2.45,5.16,7.67,8.22,7,3,2,0,0,1,0,0,0,0,1,1,1,0,2.6667,1,17.147715103853763,29,2.71,0.5500000000000007,0.5390835579514824,0.666675,Múltiplas rodadas de funding
184,2.93,4.63,-1.0,-1.0,13,2,0,1,0,0,0,0,0,0,1,1,0,0,2.0,1,16.536806051605975,29,1.6999999999999997,0.0,0.0,0.6666666666666666,Múltiplas rodadas de funding
231,2.19,2.19,-1.0,-1.0,32,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0,16.012735246411598,27,0.0,0.0,0.0,2.0,Apenas uma rodada de funding
233,0.69,1.5,3.42,3.42,9,2,1,0,0,0,1,0,0,0,1,0,0,0,2.0,1,16.118095750958314,29,0.81,0.0,0.5524861878453039,0.6666666666666666,Múltiplas rodadas de funding
773,4.13,6.15,5.57,6.11,10,2,3,0,0,0,0,1,1,0,0,1,0,0,3.0,0,14.600325383254319,23,2.0200000000000005,0.54,0.9933774834437085,1.0,Múltiplas rodadas de funding
592,2.18,3.31,2.73,3.54,6,2,2,1,0,0,0,0,1,0,1,0,0,0,1.5,1,14.508658238524095,33,1.13,0.81,0.9389671361502347,0.5,Múltiplas rodadas de funding
699,0.17,3.92,0.0,2.92,8,2,2,0,1,0,0,0,0,1,1,0,0,0,4.0,1,16.503358119776173,29,3.75,2.92,0.42105263157894735,1.3333333333333333,Múltiplas rodadas de funding
575,4.47,4.47,6.75,6.75,6,1,1,0,0,0,0,1,0,0,0,0,0,1,4.0,1,16.380459992348886,29,0.0,0.0,1.0,2.0,Apenas uma rodada de funding
509,1.86,4.6,3.92,6.43,15,4,3,1,0,0,0,0,1,0,0,1,1,0,2.25,1,16.51013780630191,17,2.7399999999999993,2.51,0.8021390374331552,0.45,Múltiplas rodadas de funding
819,2.93,5.53,3.92,6.2,6,2,2,0,0,0,0,1,0,0,1,0,0,0,3.0,1,16.077273760604726,8,2.6,2.2800000000000002,0.5555555555555556,1.0,Múltiplas rodadas de funding
133,0.6,4.22,-1.0,4.48,9,3,2,1,0,0,0,0,0,0,1,1,1,0,2.0,1,16.066802461833923,29,3.6199999999999997,5.48,0.43290043290043295,0.5,Múltiplas rodadas de funding
43,0.1,2.39,2.33,2.79,7,2,2,1,0,0,0,0,1,0,1,0,0,0,1.0,0,15.201805169084134,32,2.29,0.45999999999999996,0.60790273556231,0.3333333333333333,Múltiplas rodadas de funding
486,1.75,3.55,2.0,2.0,4,2,1,1,0,0,0,0,0,0,1,1,0,0,1.0,0,18.197537205138154,17,1.7999999999999998,0.0,0.35714285714285715,0.3333333333333333,Múltiplas rodadas de funding
883,0.11,4.73,-1.0,-1.0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,1.0,0,16.788485895546543,5,4.62,0.0,0.0,0.2,Múltiplas rodadas de funding
702,0.24,3.76,2.42,3.88,10,4,3,0,0,0,1,0,0,0,1,1,1,0,4.0,0,17.312018149733785,29,3.5199999999999996,1.46,0.6637168141592921,0.8,Múltiplas rodadas de funding
631,0.77,0.77,0.0,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1.0,0,10.819798284210286,16,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
845,0.25,0.64,1.27,1.75,6,2,2,0,0,0,0,1,0,1,0,0,0,0,5.0,1,13.184400648021263,8,0.39,0.48,1.4388489208633093,1.6666666666666667,Múltiplas rodadas de funding
84,3.93,4.68,4.0,4.0,3,2,1,1,0,0,0,0,0,0,1,1,0,0,2.5,1,16.719675692787295,25,0.7499999999999996,0.0,0.5714285714285716,0.8333333333333334,Múltiplas rodadas de funding
820,0.25,7.42,3.92,10.92,9,5,3,0,0,0,0,1,0,0,1,1,1,1,1.4,1,17.879395929883795,17,7.17,7.0,0.36719706242350064,0.2333333333333333,Múltiplas rodadas de funding
158,1.67,3.67,3.67,3.67,12,2,3,0,0,1,0,0,0,1,1,0,0,0,3.0,1,15.201805169084134,33,2.0,0.0,1.0,1.0,Múltiplas rodadas de funding
318,1.75,2.73,1.75,6.15,16,3,4,1,0,0,0,0,0,0,1,1,0,0,3.3333,1,16.88356353960952,17,0.98,4.4,2.0202020202020203,0.833325,Múltiplas rodadas de funding
60,5.2,6.19,7.51,12.89,6,2,2,0,0,0,0,1,0,0,1,1,0,0,4.5,1,16.118095750958314,17,0.9900000000000002,5.380000000000001,1.0050251256281406,1.5,Múltiplas rodadas de funding
451,5.65,5.65,-1.0,-1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.0,0,14.731801689838349,29,0.0,0.0,0.0,1.0,Apenas uma rodada de funding
226,2.0,4.39,1.58,4.19,7,4,2,0,0,0,0,1,0,1,1,1,0,0,2.0,0,17.216707972959764,19,2.3899999999999997,2.6100000000000003,0.5899705014749264,0.4,Múltiplas rodadas de funding
652,1.81,2.45,0.75,0.75,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1.0,0,13.976779556623864,29,0.6400000000000001,0.0,0.6097560975609756,0.3333333333333333,Múltiplas rodadas de funding
28,4.07,4.07,3.42,5.23,2,1,3,1,0,0,0,0,0,0,0,1,0,0,2.0,1,15.150511887854474,22,0.0,1.8100000000000005,3.0,1.0,Apenas uma rodada de funding
441,0.3,0.3,1.59,1.67,3,1,2,1,0,0,0,0,0,1,0,0,0,0,1.0,1,12.899222326086994,33,0.0,0.07999999999999985,2.0,0.5,Apenas uma rodada de funding
112,2.92,4.73,-1.0,-1.0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,2.5,1,17.216707972959764,19,1.8100000000000005,0.0,0.0,0.8333333333333334,Múltiplas rodadas de funding
259,4.0,5.75,5.92,6.0,6,4,2,1,0,0,0,0,0,0,0,1,1,0,1.0,0,18.309749194418266,10,1.75,0.08000000000000007,0.7272727272727273,0.2,Múltiplas rodadas de funding
550,3.76,3.76,-1.0,8.67,2,1,3,0,0,1,0,0,0,0,0,0,1,0,4.0,1,16.906553056777135,17,0.0,9.67,3.0,2.0,Apenas uma rodada de funding
827,3.92,3.92,-1.0,-1.0,2,2,0,1,0,0,0,0,0,0,1,1,0,0,4.0,0,16.300417291085605,12,0.0,0.0,0.0,1.3333333333333333,Apenas uma rodada de funding
179,3.63,3.63,1.15,3.78,4,1,4,0,0,0,0,1,1,0,0,0,0,0,1.0,1,18.132998684833918,6,0.0,2.63,4.0,0.5,Apenas uma rodada de funding
241,0.62,0.62,-1.0,1.66,11,2,3,1,0,0,0,0,1,0,0,0,0,0,3.0,0,15.123843647884687,8,0.0,2.66,3.0,1.0,Apenas uma rodada de funding
30,1.19,1.19,2.19,7.78,5,1,3,1,0,0,0,0,1,0,0,0,0,0,2.0,1,13.815511557963774,12,0.0,5.59,3.0,1.0,Apenas uma rodada de funding
3,1.03,1.03,1.46,2.21,5,1,2,1,0,0,0,0,0,0,1,0,0,0,4.0,1,14.77102238760702,33,0.0,0.75,2.0,2.0,Apenas uma rodada de funding
834,0.0,2.72,1.0,5.95,4,4,4,0,0,0,1,0,0,1,1,0,0,0,4.75,1,15.150511887854474,16,2.72,4.95,1.075268817204301,0.95,Recebeu funding no 1º ano
651,3.92,6.73,-1.0,-1.0,3,3,0,0,0,0,0,1,1,0,0,1,1,0,2.3333,0,17.599700214609808,15,2.8100000000000005,0.0,0.0,0.583325,Múltiplas rodadas de funding
360,0.97,3.84,2.0,2.0,18,4,1,1,0,0,0,0,1,0,1,1,1,0,2.5,1,17.565014657424058,17,2.87,0.0,0.25839793281653745,0.5,Múltiplas rodadas de funding
25,0.25,0.34,-1.0,-1.0,5,2,0,0,0,0,0,1,0,1,1,0,0,0,4.5,0,13.02805489573287,23,0.09000000000000002,0.0,0.0,1.5,Múltiplas rodadas de funding
534,3.16,5.67,9.01,9.01,9,2,1,1,0,0,0,0,1,0,0,1,0,0,5.0,1,16.97251102166758,29,2.51,0.0,0.2849002849002849,1.6666666666666667,Múltiplas rodadas de funding
698,0.43,0.43,2.0,2.0,6,1,1,0,0,0,1,0,0,0,1,0,0,0,4.0,0,16.380459992348886,29,0.0,0.0,1.0,2.0,Apenas uma rodada de funding
681,4.75,8.96,5.0,5.0,10,3,1,0,0,1,0,0,0,0,0,0,1,1,1.5,1,16.539954051768856,27,4.210000000000001,0.0,0.19193857965451053,0.375,Múltiplas rodadas de funding
726,0.83,2.08,1.0,1.0,4,2,1,0,0,1,0,0,0,0,1,1,0,0,2.0,1,17.822843761378564,3,1.25,0.0,0.4444444444444444,0.6666666666666666,Múltiplas rodadas de funding
688,2.64,2.64,4.1,4.93,6,1,2,0,1,0,0,0,1,0,0,0,0,0,6.0,1,16.118095750958314,12,0.0,0.8300000000000001,2.0,3.0,Apenas uma rodada de funding
563,0.19,0.78,1.21,2.38,13,4,3,0,0,1,0,0,0,1,1,0,0,0,5.75,1,14.667796386301658,8,0.5900000000000001,1.17,1.8867924528301885,1.15,Múltiplas rodadas de funding
88,7.89,10.67,0.41,0.41,2,3,1,0,0,0,0,1,1,0,0,1,0,0,3.6667,0,17.569709501618057,4,2.7800000000000002,0.0,0.26455026455026454,0.916675,Múltiplas rodadas de funding
335,3.48,3.48,3.68,5.63,8,1,3,1,0,0,0,0,0,0,1,0,0,0,2.0,1,16.246488953677463,19,0.0,1.9499999999999997,3.0,1.0,Apenas uma rodada de funding
382,1.25,1.87,4.72,5.1,13,3,2,1,0,0,0,0,0,1,1,0,0,0,3.6667,1,14.77102238760702,19,0.6200000000000001,0.3799999999999999,1.2345679012345678,0.916675,Múltiplas rodadas de funding
560,2.08,4.66,4.58,4.73,9,2,2,0,0,0,0,1,0,0,0,1,1,0,3.0,1,16.42558042423569,29,2.58,0.15000000000000036,0.5586592178770949,1.0,Múltiplas rodadas de funding
93,2.57,2.57,2.48,4.67,7,1,2,1,0,0,0,0,0,1,0,0,0,0,5.0,1,13.122365377402328,33,0.0,2.19,2.0,2.5,Apenas uma rodada de funding
708,3.04,6.75,4.0,4.0,2,3,1,1,0,0,0,0,0,0,1,1,1,0,4.0,0,17.312018149733785,0,3.71,0.0,0.21231422505307856,1.0,Múltiplas rodadas de funding
838,9.73,9.73,6.0,6.0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,3.0,0,15.894952224644102,29,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
139,0.25,4.41,3.32,6.79,27,5,3,1,0,0,0,0,1,1,1,1,1,0,2.5,1,17.697074376526267,0,4.16,3.47,0.5813953488372093,0.4166666666666667,Múltiplas rodadas de funding
783,0.9,0.9,1.06,1.06,4,2,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,11.184435286790631,8,0.0,0.0,1.0,0.3333333333333333,Apenas uma rodada de funding
155,2.31,9.42,4.5,11.42,12,7,3,1,0,0,0,0,1,0,0,1,1,1,5.2,0,18.402211237855116,17,7.109999999999999,6.92,0.36991368680641185,0.65,Múltiplas rodadas de funding
272,2.48,4.38,3.39,4.99,10,3,2,0,0,0,0,1,1,0,1,0,0,0,1.6667,1,15.43619696816912,17,1.9,1.6,0.6896551724137931,0.416675,Múltiplas rodadas de funding
104,2.35,8.28,1.0,8.28,16,4,2,1,0,0,0,0,1,0,0,1,1,1,3.0,1,17.454794512463224,26,5.93,7.279999999999999,0.28860028860028863,0.6,Múltiplas rodadas de funding
128,1.49,1.49,0.41,1.32,3,2,2,0,0,0,0,1,1,1,0,0,0,0,1.0,0,11.736077016252437,0,0.0,0.9100000000000001,2.0,0.3333333333333333,Apenas uma rodada de funding
561,1.17,1.17,1.93,4.01,19,1,4,1,0,0,0,0,0,0,1,0,0,0,2.0,1,14.914123179965662,0,0.0,2.08,4.0,1.0,Apenas uma rodada de funding
175,3.15,4.88,5.0,5.0,5,2,1,1,0,0,0,0,1,0,1,0,0,0,2.0,1,16.454567959008102,29,1.73,0.0,0.3663003663003663,0.6666666666666666,Múltiplas rodadas de funding
645,0.41,5.34,5.52,7.19,21,4,3,1,0,0,0,0,0,1,1,1,1,0,1.6667,1,17.281433974432215,17,4.93,1.6700000000000008,0.5059021922428331,0.33334,Múltiplas rodadas de funding
595,1.6,2.81,3.43,7.41,14,2,3,1,0,0,0,0,0,0,1,1,0,0,2.0,1,16.213405921671733,17,1.21,3.98,1.3574660633484164,0.6666666666666666,Múltiplas rodadas de funding
548,1.85,2.17,2.17,5.08,4,2,3,1,0,0,0,0,0,1,0,0,0,0,4.5,1,13.815511557963774,1,0.31999999999999984,2.91,2.272727272727273,1.5,Múltiplas rodadas de funding
729,2.5,7.25,-1.0,-1.0,4,6,0,1,0,0,0,0,0,0,1,0,1,1,3.6667,1,19.262248364975317,3,4.75,0.0,0.0,0.5238142857142857,Múltiplas rodadas de funding
110,2.84,3.14,3.38,3.78,0,2,2,0,0,0,0,1,0,0,1,1,0,0,2.0,0,18.643824303266577,17,0.30000000000000027,0.3999999999999999,1.538461538461538,0.6666666666666666,Múltiplas rodadas de funding
624,5.47,7.28,10.59,10.59,5,3,1,1,0,0,0,0,0,0,0,0,0,1,6.0,1,17.11134746100564,29,1.8100000000000005,0.0,0.3558718861209964,1.5,Múltiplas rodadas de funding
655,1.33,5.67,2.5,5.67,4,3,2,0,0,1,0,0,1,0,1,1,0,0,2.6667,1,16.300417291085605,29,4.34,3.17,0.37453183520599254,0.666675,Múltiplas rodadas de funding
480,2.98,5.21,-1.0,-1.0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,10.0,0,16.445599361740907,4,2.23,0.0,0.0,3.3333333333333335,Múltiplas rodadas de funding
61,2.78,10.95,-1.0,-1.0,10,3,1,0,0,1,0,0,0,0,0,1,0,0,2.0,0,16.760458460238958,3,8.17,0.0,0.10905125408942203,0.5,Múltiplas rodadas de funding
73,0.0,0.25,2.42,5.32,10,2,3,0,0,0,0,1,0,1,0,0,0,0,1.5,1,11.678448377988165,33,0.25,2.9000000000000004,2.4,0.5,Recebeu funding no 1º ano
519,2.16,2.16,1.41,6.54,42,4,6,1,0,0,0,0,0,0,1,1,1,0,2.5,1,17.661393782255395,0,0.0,5.13,6.0,0.5,Apenas uma rodada de funding
640,1.42,4.54,-1.0,-1.0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,2.0,0,16.74403413530075,27,3.12,0.0,0.0,0.5,Múltiplas rodadas de funding
832,6.12,6.12,5.0,5.0,5,4,1,0,1,0,0,0,1,0,0,1,0,0,3.0,0,16.249124001084017,8,0.0,0.0,1.0,0.6,Apenas uma rodada de funding
85,2.16,5.64,3.83,7.69,13,4,5,0,1,0,0,0,0,0,0,0,1,0,4.0,1,17.541204467128523,18,3.4799999999999995,3.8600000000000003,1.1160714285714286,0.8,Múltiplas rodadas de funding
476,0.92,1.64,4.85,6.09,7,2,2,0,0,1,0,0,0,1,1,0,0,0,2.0,1,13.122365377402328,33,0.7199999999999999,1.2400000000000002,1.1627906976744187,0.6666666666666666,Múltiplas rodadas de funding
404,4.49,4.49,-1.0,-1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,3.0,1,16.213405921671733,23,0.0,0.0,0.0,1.5,Apenas uma rodada de funding
654,0.33,5.37,9.01,9.01,9,3,1,1,0,0,0,0,0,0,1,1,1,0,3.0,1,17.37513520467045,33,5.04,0.0,0.16556291390728478,0.75,Múltiplas rodadas de funding
334,11.43,11.43,-1.0,-1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.0,0,16.811242881518265,12,0.0,0.0,0.0,2.5,Apenas uma rodada de funding
169,0.73,3.61,1.59,4.1,5,5,3,0,1,0,0,0,1,1,0,0,0,0,3.0,1,15.364329936063411,17,2.88,2.51,0.7731958762886598,0.5,Múltiplas rodadas de funding
181,4.91,8.1,-1.0,-1.0,3,3,0,1,0,0,0,0,1,0,1,0,0,0,2.0,0,15.314278774842762,0,3.1899999999999995,0.0,0.0,0.5,Múltiplas rodadas de funding
634,0.22,4.84,0.22,6.25,22,5,5,1,0,0,0,0,1,0,1,1,1,0,4.2,0,18.064005814299346,8,4.62,6.03,0.8896797153024911,0.7000000000000001,Múltiplas rodadas de funding
828,1.28,1.28,0.0,0.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,9.61587214452889,6,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
917,0.0,3.93,2.92,5.73,16,3,3,0,1,0,0,0,1,0,1,1,0,0,2.3333,1,16.705882371415992,0,3.93,2.8100000000000005,0.6085192697768763,0.583325,Recebeu funding no 1º ano
174,2.06,6.23,-1.0,-1.0,7,3,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,17.154832571369333,15,4.17,0.0,0.0,0.75,Múltiplas rodadas de funding
275,4.09,9.31,6.0,6.0,5,3,1,1,0,0,0,0,1,0,0,1,0,1,3.6667,1,17.312018149733785,8,5.220000000000001,0.0,0.16077170418006428,0.916675,Múltiplas rodadas de funding
687,5.84,6.95,5.92,6.38,6,2,2,1,0,0,0,0,1,0,0,0,1,0,2.0,0,16.380459992348886,12,1.1100000000000003,0.45999999999999996,0.947867298578199,0.6666666666666666,Múltiplas rodadas de funding
435,0.83,0.83,0.67,0.67,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,9.392745258631441,11,0.0,0.0,1.0,0.5,Apenas uma rodada de funding
923,3.12,3.12,4.0,4.0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,3.0,1,16.811242881518265,26,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
574,2.68,6.42,2.84,7.24,11,3,2,0,0,0,0,1,1,0,0,1,1,0,3.6667,1,16.97251102166758,17,3.7399999999999998,4.4,0.42194092827004215,0.916675,Múltiplas rodadas de funding
850,1.58,5.96,4.42,4.42,6,5,1,0,0,1,0,0,1,0,1,1,0,0,3.0,1,17.050783177644348,19,4.38,0.0,0.1858736059479554,0.5,Múltiplas rodadas de funding
713,0.58,4.43,1.25,2.15,5,4,3,0,0,0,0,1,1,1,0,0,0,0,1.0,0,15.832638301973095,17,3.8499999999999996,0.8999999999999999,0.6185567010309279,0.2,Múltiplas rodadas de funding
863,3.97,10.25,3.0,3.0,8,4,1,0,0,0,0,1,0,0,0,1,1,0,6.0,1,17.893048018819147,27,6.279999999999999,0.0,0.13736263736263737,1.2,Múltiplas rodadas de funding
45,4.67,4.67,8.74,10.22,25,1,4,1,0,0,0,0,0,0,0,0,1,0,3.0,1,15.607270193858982,0,0.0,1.4800000000000004,4.0,1.5,Apenas uma rodada de funding
359,0.16,7.5,7.05,8.62,45,7,3,0,0,1,0,0,1,0,1,1,1,1,4.5,1,18.61542482897533,17,7.34,1.5699999999999994,0.3597122302158273,0.5625,Múltiplas rodadas de funding
44,3.49,3.49,5.66,8.34,10,1,3,0,0,0,0,1,0,0,0,0,1,0,2.0,1,16.118095750958314,8,0.0,2.6799999999999997,3.0,1.0,Apenas uma rodada de funding
9,3.59,11.11,8.01,9.99,13,3,4,0,0,1,0,0,1,0,1,0,0,1,4.0,1,16.082468576942105,17,7.52,1.9800000000000004,0.4694835680751174,1.0,Múltiplas rodadas de funding
222,3.82,6.09,9.01,9.77,3,2,2,0,0,0,0,1,1,0,0,1,0,0,2.0,1,16.806230339945976,29,2.27,0.7599999999999998,0.6116207951070336,0.6666666666666666,Múltiplas rodadas de funding
514,3.83,3.83,3.0,4.7,16,4,4,0,1,0,0,0,0,0,1,1,1,0,3.5,1,17.113706934429455,33,0.0,1.7000000000000002,4.0,0.7,Apenas uma rodada de funding
542,4.03,8.27,5.81,11.1,15,4,5,0,0,0,0,1,0,0,0,1,1,1,4.3333,1,17.01418371633128,29,4.239999999999999,5.29,0.9541984732824429,0.8666600000000001,Múltiplas rodadas de funding
171,0.75,4.92,3.04,6.84,30,6,5,0,1,0,0,0,1,0,1,1,1,1,3.5,1,18.64582230591328,33,4.17,3.8,0.9671179883945842,0.5,Múltiplas rodadas de funding
502,0.44,0.44,0.82,0.82,2,1,1,1,0,0,0,0,1,0,0,0,0,0,2.0,0,13.997832948091215,33,0.0,0.0,1.0,1.0,Apenas uma rodada de funding
757,1.33,2.71,4.37,6.46,6,2,3,1,0,0,0,0,0,0,0,1,1,0,2.5,1,17.182806422433504,29,1.38,2.09,1.2605042016806722,0.8333333333333334,Múltiplas rodadas de funding
403,4.3,4.3,5.0,5.0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,5.0,0,15.424948670398354,29,0.0,0.0,1.0,2.5,Apenas uma rodada de funding
322,2.0,3.05,3.58,5.48,9,2,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,15.607270193858982,10,1.0499999999999998,1.9000000000000004,0.9756097560975611,0.8333333333333334,Múltiplas rodadas de funding
59,1.99,4.15,2.9,5.26,10,3,4,1,0,0,0,0,0,0,1,1,0,0,3.3333,1,16.993564429978885,29,2.16,2.36,1.2658227848101264,0.833325,Múltiplas rodadas de funding
837,1.96,1.96,1.96,2.0,11,1,3,1,0,0,0,0,0,0,0,1,0,0,1.0,1,14.91791863350977,29,0.0,0.040000000000000036,3.0,0.5,Apenas uma rodada de funding
544,3.25,3.25,3.84,7.9,19,1,3,1,0,0,0,0,0,0,0,0,1,0,9.0,1,16.489659276356317,8,0.0,4.0600000000000005,3.0,4.5,Apenas uma rodada de funding
342,3.16,3.69,3.0,4.5,6,2,2,0,0,1,0,0,0,0,0,1,0,0,2.0,1,16.60667572712668,8,0.5299999999999998,1.5,1.3071895424836604,0.6666666666666666,Múltiplas rodadas de funding
693,3.16,3.16,2.0,2.0,6,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,1,16.52356082573315,29,0.0,0.0,1.0,1.5,Apenas uma rodada de funding
816,5.67,8.5,6.75,8.09,4,3,2,1,0,0,0,0,0,1,0,0,0,0,1.0,1,14.151983508870947,29,2.83,1.3399999999999999,0.5221932114882506,0.25,Múltiplas rodadas de funding
630,1.51,3.61,1.32,4.16,8,2,3,0,1,0,0,0,0,0,1,1,0,0,4.5,0,15.810211007243431,11,2.0999999999999996,2.84,0.9677419354838711,1.5,Múltiplas rodadas de funding
